,name,x1,x2,y1,y2,classname
4146,2421.png,12,68,125,191,face_no_mask
4154,2155.png,494,72,517,107,face_no_mask
4171,2246.png,303,49,455,227,face_no_mask
4172,5942.jpg,192,115,371,328,face_no_mask
4173,5942.jpg,644,208,817,447,face_no_mask
4174,5942.jpg,954,22,1189,317,face_no_mask
4215,6159.jpg,369,20,561,240,face_no_mask
4221,5675.jpg,361,46,650,407,face_no_mask
4227,6116.jpg,650,235,783,413,face_no_mask
4228,6116.jpg,886,278,1025,432,face_no_mask
4229,6116.jpg,410,296,530,450,face_no_mask
4230,6116.jpg,149,244,288,416,face_no_mask
4231,6116.jpg,1150,262,1283,426,face_no_mask
4232,6116.jpg,1286,0,1416,101,face_no_mask
4233,6053.jpg,137,21,331,247,face_no_mask
4258,5339.jpg,213,85,268,155,face_no_mask
4268,4856.png,189,61,246,136,face_no_mask
4280,3000.png,347,221,418,330,face_no_mask
4297,5306.jpg,424,170,640,431,face_no_mask
4298,5306.jpg,203,135,415,397,face_no_mask
4347,3934.png,147,105,200,164,face_no_mask
4361,5824.jpg,613,82,773,346,face_no_mask
4364,5979.jpg,374,155,555,376,face_no_mask
4365,5979.jpg,184,28,337,248,face_no_mask
4372,5678.jpg,309,32,665,419,face_no_mask
4378,4243.png,743,22,867,188,face_no_mask
4403,6176.jpg,543,172,693,348,face_no_mask
4417,1851.jpg,255,180,346,303,face_no_mask
4419,3181.png,4,137,83,276,face_no_mask
4420,3181.png,585,163,698,333,face_no_mask
4421,3181.png,241,61,332,182,face_no_mask
4433,3181.png,671,32,754,147,face_no_mask
4434,3181.png,735,21,799,126,face_no_mask
4435,3181.png,248,1,313,59,face_no_mask
4465,5903.jpg,394,57,524,226,face_no_mask
4466,6021.jpg,205,93,300,215,face_no_mask
4467,6021.jpg,311,135,391,238,face_no_mask
4478,6392.jpg,42,232,94,302,face_no_mask
4486,6297.jpg,71,75,138,170,face_no_mask
4487,6297.jpg,467,131,528,201,face_no_mask
4510,2563.png,263,6,317,71,face_no_mask
4543,4310.png,0,0,40,36,face_no_mask
4548,6204.jpg,1853,765,2113,1097,face_no_mask
4549,6204.jpg,658,592,936,948,face_no_mask
4550,6204.jpg,2262,957,2425,1164,face_no_mask
4551,6204.jpg,3136,525,3438,857,face_no_mask
4566,5636.jpg,340,3,671,438,face_no_mask
4597,3643.png,521,46,743,339,face_no_mask
4623,6247.jpg,494,472,552,548,face_no_mask
4629,6228.jpg,122,151,212,275,face_no_mask
4630,6228.jpg,282,106,304,137,face_no_mask
4631,6228.jpg,319,123,342,158,face_no_mask
4632,6228.jpg,307,226,384,348,face_no_mask
4633,6228.jpg,447,238,537,344,face_no_mask
4634,6228.jpg,713,251,790,343,face_no_mask
4635,6228.jpg,801,367,907,463,face_no_mask
4636,6228.jpg,563,332,641,411,face_no_mask
4639,6228.jpg,27,255,49,285,face_no_mask
4655,4465.png,6,7,427,588,face_no_mask
4673,2675.png,0,147,17,192,face_no_mask
4674,2675.png,27,137,62,172,face_no_mask
4675,2675.png,265,121,293,155,face_no_mask
4682,4748.png,513,0,836,202,face_no_mask
4726,6350.jpg,372,0,505,161,face_no_mask
4734,6266.jpg,284,186,351,283,face_no_mask
4735,6266.jpg,117,253,189,340,face_no_mask
4736,6266.jpg,45,272,115,357,face_no_mask
4737,6266.jpg,615,305,667,365,face_no_mask
4742,6062.jpg,579,6,1101,686,face_no_mask
4743,6062.jpg,8,52,275,454,face_no_mask
4744,6062.jpg,1612,155,1896,532,face_no_mask
4758,4537.png,237,130,282,183,face_no_mask
4763,5244.jpg,166,71,253,189,face_no_mask
4770,1852.jpg,543,334,812,672,face_no_mask
4773,6302.jpg,375,171,481,302,face_no_mask
4776,3024.png,147,53,334,334,face_no_mask
4777,6241.jpg,308,175,361,240,face_no_mask
4778,6241.jpg,264,256,300,309,face_no_mask
4779,6241.jpg,250,233,292,280,face_no_mask
4802,2941.png,131,279,166,317,face_no_mask
4809,6183.jpg,396,375,1282,1560,face_no_mask
4849,6150.jpg,134,174,191,237,face_no_mask
4850,6150.jpg,180,330,226,397,face_no_mask
4851,6150.jpg,274,314,340,386,face_no_mask
4852,6150.jpg,345,203,394,260,face_no_mask
4853,6150.jpg,464,180,495,252,face_no_mask
4883,6197.jpg,179,14,309,190,face_no_mask
4884,6197.jpg,363,57,466,182,face_no_mask
4885,6197.jpg,487,92,561,173,face_no_mask
4886,6168.jpg,964,42,1297,510,face_no_mask
4907,6291.jpg,110,41,324,300,face_no_mask
4908,6291.jpg,370,88,591,371,face_no_mask
4917,2636.png,336,34,568,340,face_no_mask
4918,5856.jpg,17,107,147,270,face_no_mask
4925,2693.png,288,77,405,267,face_no_mask
4931,6226.jpg,434,148,496,233,face_no_mask
4932,6226.jpg,603,120,793,352,face_no_mask
4972,6086.jpg,485,84,1269,1084,face_no_mask
4987,5180.jpg,266,16,367,125,face_no_mask
5064,2302.png,167,13,416,301,face_no_mask
5153,4691.png,93,173,149,234,face_no_mask
5166,4999.jpg,42,156,362,469,face_no_mask
5176,6131.jpg,225,2,897,660,face_no_mask
5180,2522.png,240,11,486,301,face_no_mask
5181,5485.jpg,72,67,683,798,face_no_mask
5193,5132.jpg,394,243,446,311,face_no_mask
5207,5885.jpg,201,38,330,204,face_no_mask
5208,5885.jpg,697,106,841,270,face_no_mask
5216,3361.png,80,111,103,139,face_no_mask
5217,5926.jpg,262,39,415,271,face_no_mask
5231,6352.jpg,1122,625,1934,1588,face_no_mask
5289,3611.png,205,4,487,349,face_no_mask
5297,6057.jpg,299,240,400,366,face_no_mask
5303,6010.jpg,176,155,226,219,face_no_mask
5304,6010.jpg,270,121,316,183,face_no_mask
5305,6010.jpg,307,153,359,228,face_no_mask
5306,6010.jpg,402,123,448,189,face_no_mask
5307,6010.jpg,512,118,562,185,face_no_mask
5352,6073.jpg,725,244,954,501,face_no_mask
5353,6073.jpg,1498,934,1764,1308,face_no_mask
5398,6232.jpg,510,200,601,307,face_no_mask
5399,6232.jpg,530,425,630,543,face_no_mask
5400,6232.jpg,152,102,236,207,face_no_mask
5401,6232.jpg,287,140,367,234,face_no_mask
5402,6232.jpg,305,256,382,365,face_no_mask
5405,6038.jpg,476,4,532,88,face_no_mask
5409,6009.jpg,789,63,848,131,face_no_mask
5411,6259.jpeg,643,0,910,359,face_no_mask
5412,6259.jpeg,106,14,417,412,face_no_mask
5413,6259.jpeg,412,111,650,433,face_no_mask
5414,6259.jpeg,653,368,943,726,face_no_mask
5431,6164.jpg,493,8,789,336,face_no_mask
5432,6164.jpg,72,16,352,295,face_no_mask
5433,6164.jpg,929,21,1205,370,face_no_mask
5434,6095.jpg,225,1,325,124,face_no_mask
5445,4948.png,58,8,137,108,face_no_mask
5460,3378.png,495,180,525,216,face_no_mask
5484,5954.jpg,445,323,536,412,face_no_mask
5485,5954.jpg,0,316,59,412,face_no_mask
5495,5610.jpg,480,24,823,500,face_no_mask
5511,5456.jpg,523,322,1355,1219,face_no_mask
5512,5456.jpg,1522,405,2137,1186,face_no_mask
5513,5113.jpg,98,11,311,286,face_no_mask
5532,6146.jpg,233,102,390,320,face_no_mask
5547,1989.jpg,250,96,366,227,face_no_mask
5550,1989.jpg,365,238,480,356,face_no_mask
5551,1989.jpg,1,150,126,315,face_no_mask
5554,1989.jpg,128,30,237,183,face_no_mask
5561,4645.png,323,79,375,148,face_no_mask
5562,4645.png,401,4,471,100,face_no_mask
5580,6059.jpg,435,65,654,363,face_no_mask
5581,6059.jpg,798,46,995,334,face_no_mask
5593,4499.png,245,90,283,130,face_no_mask
5607,1833.jpg,287,238,334,308,face_no_mask
5608,1833.jpg,177,336,249,404,face_no_mask
5623,6330.jpg,471,109,574,248,face_no_mask
5626,6097.jpg,224,31,393,242,face_no_mask
5637,5965.jpg,131,161,262,292,face_no_mask
5685,5989.jpg,537,195,693,432,face_no_mask
5686,5989.jpg,884,174,986,302,face_no_mask
5687,5989.jpg,763,31,859,149,face_no_mask
5688,5989.jpg,596,148,684,238,face_no_mask
5689,5989.jpg,421,30,511,155,face_no_mask
5690,5989.jpg,361,91,424,169,face_no_mask
5691,5989.jpg,248,138,343,266,face_no_mask
5692,5989.jpg,131,122,217,238,face_no_mask
5709,5876.jpg,18,4,716,624,face_no_mask
5710,5907.jpg,427,56,605,309,face_no_mask
5711,5907.jpg,3,86,181,358,face_no_mask
5721,3893.png,153,37,166,55,face_no_mask
5751,1897.jpg,89,1,252,203,face_no_mask
5759,5234.jpg,128,137,580,777,face_no_mask
5763,6362.jpg,303,55,463,278,face_no_mask
5769,6157.jpg,677,163,946,533,face_no_mask
5791,5621.jpg,105,45,260,217,face_no_mask
5812,2371.png,449,348,479,377,face_no_mask
5816,6022.jpg,346,21,560,276,face_no_mask
5817,5968.jpg,387,323,460,430,face_no_mask
5838,2071.jpg,301,308,785,839,face_no_mask
5875,2297.png,609,0,710,48,face_no_mask
5879,5863.jpg,465,114,607,306,face_no_mask
5880,5863.jpg,751,21,948,265,face_no_mask
5884,5169.jpg,309,17,339,57,face_no_mask
5885,5169.jpg,374,22,409,64,face_no_mask
5895,3983.png,609,84,653,146,face_no_mask
5902,1957.jpg,106,119,483,604,face_no_mask
5907,2276.png,0,243,288,598,face_no_mask
5910,3085.png,359,5,497,170,face_no_mask
5917,4681.png,214,0,548,319,face_no_mask
5929,5250.jpg,159,30,1591,1948,face_no_mask
5951,6208.jpg,290,43,463,251,face_no_mask
5956,4941.png,21,141,91,212,face_no_mask
5994,2966.png,333,4,550,270,face_no_mask
5995,5512.jpg,123,163,442,559,face_no_mask
5996,5512.jpg,458,298,654,547,face_no_mask
6003,4882.png,282,7,424,162,face_no_mask
6012,5922.jpg,764,69,1061,489,face_no_mask
6022,6210.jpg,509,273,1254,1202,face_no_mask
6030,5681.jpg,456,87,616,297,face_no_mask
6115,5731.jpg,445,66,544,195,face_no_mask
6116,5731.jpg,807,84,905,213,face_no_mask
6119,5731.jpg,70,200,158,297,face_no_mask
6169,6306.jpg,29,9,661,818,face_no_mask
6170,6231.jpg,180,151,568,657,face_no_mask
6176,6289.jpg,236,194,282,253,face_no_mask
6177,6289.jpg,526,95,621,191,face_no_mask
6204,5978.jpg,188,16,502,377,face_no_mask
6219,6133.jpg,337,95,406,184,face_no_mask
6220,6133.jpg,464,119,541,193,face_no_mask
6252,6194.jpg,513,114,644,315,face_no_mask
6253,6194.jpg,652,162,788,341,face_no_mask
6280,2075.jpg,265,186,675,655,face_no_mask
6291,5609.jpg,325,104,426,235,face_no_mask
6307,6016.jpg,425,26,739,407,face_no_mask
6330,6265.jpg,337,70,429,201,face_no_mask
6335,6353.jpg,806,264,1521,1153,face_no_mask
6336,6353.jpg,2647,537,3225,1269,face_no_mask
6337,6173.jpg,272,1,598,416,face_no_mask
6355,3273.png,90,31,218,183,face_no_mask
6382,6223.jpg,167,188,287,318,face_no_mask
6383,6223.jpg,411,90,507,213,face_no_mask
6384,6223.jpg,765,31,905,181,face_no_mask
6403,4253.png,134,15,422,359,face_no_mask
6409,5650.jpg,1552,283,2040,893,face_no_mask
6424,4194.png,308,223,354,282,face_no_mask
6456,6070.jpg,308,17,418,161,face_no_mask
6465,4709.png,867,57,907,174,face_no_mask
6466,5918.jpg,697,126,902,386,face_no_mask
6467,5687.jpg,154,101,258,221,face_no_mask
6470,6029.jpg,198,123,328,282,face_no_mask
6482,6075.jpg,254,73,432,291,face_no_mask
6489,1815.jpg,196,125,737,852,face_no_mask
6501,5923.jpg,303,0,504,218,face_no_mask
6513,4625.png,84,69,110,99,face_no_mask
6514,4625.png,141,90,166,121,face_no_mask
6518,6320.jpg,446,205,619,420,face_no_mask
6519,6320.jpg,334,221,466,433,face_no_mask
6520,6320.jpg,241,326,371,484,face_no_mask
6521,6320.jpg,869,113,998,231,face_no_mask
6549,5139.jpeg,1025,0,1139,133,face_no_mask
6555,5139.jpeg,317,15,449,199,face_no_mask
6556,5139.jpeg,647,0,752,98,face_no_mask
6569,5021.jpg,136,46,331,292,face_no_mask
6580,1914.jpg,503,150,562,212,face_no_mask
6581,1914.jpg,596,178,678,258,face_no_mask
6602,1914.jpg,697,148,763,209,face_no_mask
6611,1914.jpg,395,13,446,72,face_no_mask
6612,1914.jpg,695,248,779,341,face_no_mask
6633,5474.jpg,501,669,1992,2795,face_no_mask
6634,6375.jpg,1116,186,1190,266,face_no_mask
6635,6375.jpg,778,116,958,320,face_no_mask
6636,6375.jpg,579,34,743,271,face_no_mask
6639,5985.jpg,55,255,122,336,face_no_mask
6640,5985.jpg,209,268,272,343,face_no_mask
6641,5985.jpg,305,211,366,281,face_no_mask
6642,5985.jpg,355,251,418,331,face_no_mask
6643,5985.jpg,532,199,604,296,face_no_mask
6644,5985.jpg,675,222,752,312,face_no_mask
6645,5985.jpg,748,256,825,362,face_no_mask
6646,5985.jpg,859,192,935,282,face_no_mask
6671,2453.png,190,27,413,311,face_no_mask
6685,6258.jpg,314,134,681,639,face_no_mask
6710,5986.jpg,360,197,582,464,face_no_mask
6713,5627.jpg,295,171,393,286,face_no_mask
6714,5627.jpg,192,3,357,212,face_no_mask
6722,5913.jpg,208,209,257,265,face_no_mask
6742,5938.jpg,342,42,431,146,face_no_mask
6743,5938.jpg,228,119,314,231,face_no_mask
6744,5938.jpg,491,121,583,245,face_no_mask
6745,5938.jpg,603,47,689,165,face_no_mask
6804,2229.png,197,127,254,180,face_no_mask
6832,6093.jpg,365,6,764,577,face_no_mask
6847,1935.jpg,117,359,790,1211,face_no_mask
6848,6028.jpg,595,298,653,381,face_no_mask
6849,6028.jpg,672,361,730,425,face_no_mask
6861,6117.jpg,456,12,841,438,face_no_mask
6862,6117.jpg,46,116,391,523,face_no_mask
6863,6117.jpg,818,180,1023,522,face_no_mask
6883,5466.jpg,133,416,330,670,face_no_mask
6888,5940.jpg,718,348,999,671,face_no_mask
6889,5940.jpg,145,277,375,578,face_no_mask
6922,5607.jpg,294,44,633,502,face_no_mask
6949,3901.png,251,31,329,105,face_no_mask
6979,6256.jpg,122,140,297,363,face_no_mask
6980,6256.jpg,338,258,437,384,face_no_mask
6981,6256.jpg,416,191,568,387,face_no_mask
6982,5932.jpg,224,269,349,418,face_no_mask
6983,5932.jpg,285,105,454,346,face_no_mask
6994,6368.jpg,179,113,280,241,face_no_mask
6995,6368.jpg,594,152,648,229,face_no_mask
7001,6250.jpg,362,261,595,539,face_no_mask
7009,5963.jpg,0,365,97,502,face_no_mask
7010,5963.jpg,558,145,675,300,face_no_mask
7025,5135.png,216,61,234,84,face_no_mask
7034,2133.jpg,3064,468,3587,981,face_no_mask
7035,5943.jpg,292,213,458,397,face_no_mask
7038,5538.jpg,70,6,397,493,face_no_mask
7060,2008.jpg,433,267,455,292,face_no_mask
7061,2008.jpg,538,256,566,291,face_no_mask
7064,4195.png,815,334,851,389,face_no_mask
7092,5151.jpg,112,123,141,158,face_no_mask
7120,6090.jpg,696,990,875,1189,face_no_mask
7121,6090.jpg,993,906,1227,1121,face_no_mask
7122,6090.jpg,778,151,1021,418,face_no_mask
7123,6046.jpg,230,129,438,335,face_no_mask
7124,6046.jpg,785,82,978,294,face_no_mask
7128,6201.jpg,1131,132,1905,1109,face_no_mask
7153,2497.png,336,0,481,134,face_no_mask
7156,2497.png,132,158,276,327,face_no_mask
7177,3353.png,27,306,101,395,face_no_mask
7178,3353.png,73,227,137,311,face_no_mask
7179,3353.png,104,64,155,136,face_no_mask
7180,3353.png,674,138,720,216,face_no_mask
7212,5274.jpg,122,14,806,908,face_no_mask
7226,6172.jpg,275,53,415,253,face_no_mask
7227,6172.jpg,602,2,846,263,face_no_mask
7256,6366.jpg,568,32,876,497,face_no_mask
7300,5600.jpg,354,19,844,669,face_no_mask
7307,4074.png,133,45,176,98,face_no_mask
7362,5892.jpg,306,576,764,1154,face_no_mask
7363,5892.jpg,1683,200,2210,975,face_no_mask
7381,1813.jpg,203,56,590,552,face_no_mask
7383,1940.jpg,913,231,1115,494,face_no_mask
7388,1940.jpg,913,231,1115,494,face_no_mask
7389,1940.jpg,613,543,817,787,face_no_mask
7390,1940.jpg,155,292,320,476,face_no_mask
7404,2419.png,186,427,268,500,face_no_mask
7405,2419.png,28,260,52,287,face_no_mask
7422,6304.jpg,548,163,1052,810,face_no_mask
7453,5977.jpg,602,70,749,278,face_no_mask
7465,6074.jpg,30,170,105,252,face_no_mask
7466,6074.jpg,193,141,261,238,face_no_mask
7467,6074.jpg,330,121,422,235,face_no_mask
7468,6286.jpg,89,115,206,258,face_no_mask
7469,6286.jpg,93,115,205,248,face_no_mask
7470,6286.jpg,401,336,523,501,face_no_mask
7471,6286.jpg,388,151,488,285,face_no_mask
7472,6286.jpg,388,153,488,286,face_no_mask
7473,6286.jpg,402,336,519,498,face_no_mask
7474,6286.jpg,595,240,708,373,face_no_mask
7475,6286.jpg,598,238,704,382,face_no_mask
7476,6286.jpg,715,201,798,318,face_no_mask
7477,6286.jpg,715,204,802,318,face_no_mask
7489,2612.png,0,55,66,201,face_no_mask
7518,6163.jpg,438,27,702,322,face_no_mask
7519,5983.jpg,540,200,1796,1541,face_no_mask
7546,6024.jpg,540,4,1385,1167,face_no_mask
7562,5948.jpg,752,241,885,417,face_no_mask
7563,5948.jpg,197,261,338,407,face_no_mask
7603,5573.jpg,128,32,190,115,face_no_mask
7604,5573.jpg,295,81,355,158,face_no_mask
7605,6196.jpg,380,12,478,166,face_no_mask
7610,3357.png,421,116,595,321,face_no_mask
7615,2644.png,238,390,276,466,face_no_mask
7616,6049.jpg,236,196,366,324,face_no_mask
7617,6049.jpg,1,179,249,420,face_no_mask
7618,6049.jpg,1034,10,1131,128,face_no_mask
7625,5730.jpg,411,67,462,125,face_no_mask
7626,5730.jpg,645,49,705,110,face_no_mask
7629,2014.jpg,1369,96,1737,552,face_no_mask
7646,4330.png,95,99,145,155,face_no_mask
7648,4330.png,586,135,613,167,face_no_mask
7649,1988.jpg,436,187,717,532,face_no_mask
7652,6244.jpg,162,42,385,340,face_no_mask
7670,5630.jpg,199,5,485,352,face_no_mask
7671,5630.jpg,473,4,723,358,face_no_mask
7693,6155.jpg,749,596,1939,2326,face_no_mask
7700,2575.png,431,130,519,259,face_no_mask
7701,1921.jpg,68,124,341,452,face_no_mask
7728,5173.jpg,198,0,848,819,face_no_mask
7731,3193.png,319,242,420,395,face_no_mask
7793,5697.jpg,650,8,1176,540,face_no_mask
7794,6127.jpg,418,36,615,331,face_no_mask
7805,6122.jpg,306,1,1337,1020,face_no_mask
7806,5996.jpg,282,11,366,131,face_no_mask
7809,5161.jpg,200,0,590,458,face_no_mask
7820,6106.jpg,779,39,999,341,face_no_mask
7832,4831.png,172,0,267,60,face_no_mask
7833,4831.png,704,0,812,43,face_no_mask
7845,6301.jpg,394,89,518,274,face_no_mask
7861,5564.jpeg,270,2,427,165,face_no_mask
7879,6261.jpg,170,147,794,670,face_no_mask
7902,5868.jpg,539,165,660,312,face_no_mask
7927,4455.png,253,20,333,136,face_no_mask
7979,6263.jpg,160,1,749,653,face_no_mask
7986,1809.jpg,915,78,1419,742,face_no_mask
8003,5980.jpg,224,102,273,161,face_no_mask
8004,5980.jpg,387,118,446,184,face_no_mask
8021,2373.png,240,185,263,211,face_no_mask
8022,2373.png,214,202,235,229,face_no_mask
8033,6267.jpg,23,52,149,219,face_no_mask
8034,6267.jpg,287,154,407,325,face_no_mask
8035,6267.jpg,384,169,413,300,face_no_mask
8036,6267.jpg,464,375,586,538,face_no_mask
8037,6267.jpg,662,199,748,304,face_no_mask
8042,5379.jpg,613,125,771,301,face_no_mask
8074,3326.png,30,152,95,233,face_no_mask
8120,2122.jpg,2,257,27,283,face_no_mask
8121,2122.jpg,394,297,420,327,face_no_mask
8122,2122.jpg,328,276,345,299,face_no_mask
8123,5623.jpg,290,106,353,191,face_no_mask
8144,2287.png,442,42,503,146,face_no_mask
8145,2287.png,184,257,262,358,face_no_mask
8146,2287.png,39,233,172,384,face_no_mask
8149,6054.png,13,62,155,191,face_no_mask
8171,2513.png,177,7,349,162,face_no_mask
8182,6378.jpg,205,21,254,95,face_no_mask
8183,6378.jpg,74,37,180,171,face_no_mask
8184,6378.jpg,576,28,660,135,face_no_mask
8209,6209.jpg,143,40,242,175,face_no_mask
8210,6209.jpg,466,214,556,337,face_no_mask
8211,6209.jpg,272,10,335,74,face_no_mask
8216,2404.png,150,406,199,470,face_no_mask
8236,6240.jpg,136,175,320,426,face_no_mask
8237,6240.jpg,338,45,505,277,face_no_mask
8238,6240.jpg,437,1,566,181,face_no_mask
8280,2499.png,164,107,216,186,face_no_mask
8281,2499.png,35,46,82,105,face_no_mask
8282,2499.png,206,44,250,108,face_no_mask
8283,2499.png,328,47,374,108,face_no_mask
8284,2499.png,446,57,491,100,face_no_mask
8285,2499.png,334,103,417,184,face_no_mask
8288,5353.jpg,118,23,549,441,face_no_mask
8297,4180.png,132,3,404,333,face_no_mask
8308,5009.jpg,171,1,407,228,face_no_mask
8324,4938.png,597,5,800,178,face_no_mask
8328,6040.jpg,389,43,538,167,face_no_mask
8334,5129.jpg,351,93,400,180,face_no_mask
8348,3074.png,70,230,136,301,face_no_mask
8349,5247.jpg,356,54,544,315,face_no_mask
8371,1821.jpg,25,111,51,140,face_no_mask
8386,5657.png,247,60,367,197,face_no_mask
8389,5540.jpg,102,39,356,342,face_no_mask
8397,6382.jpg,344,95,480,290,face_no_mask
8411,1808.jpg,80,243,882,1158,face_no_mask
8412,1808.jpg,3,650,338,1374,face_no_mask
8433,6262.jpg,653,111,783,292,face_no_mask
8439,4967.png,301,9,471,258,face_no_mask
8443,5671.jpg,132,95,184,165,face_no_mask
8444,5671.jpg,91,170,151,246,face_no_mask
8462,3253.png,335,3,495,170,face_no_mask
8469,5613.jpg,221,25,406,250,face_no_mask
8480,6253.jpg,540,116,721,347,face_no_mask
8481,6253.jpg,357,158,529,386,face_no_mask
8485,6384.jpg,444,183,572,349,face_no_mask
8486,6384.jpg,87,105,149,184,face_no_mask
8522,6277.jpg,577,91,780,312,face_no_mask
8543,5257.jpg,690,5,1643,1046,face_no_mask
8546,6033.jpg,187,105,432,377,face_no_mask
8547,6033.jpg,440,220,612,462,face_no_mask
8548,6033.jpg,709,151,943,539,face_no_mask
8552,6044.jpg,633,34,867,281,face_no_mask
8586,1975.jpg,55,323,337,652,face_no_mask
8612,3980.png,59,212,118,273,face_no_mask
8613,3980.png,851,166,909,226,face_no_mask
8617,6114.jpg,334,54,440,194,face_no_mask
8618,6114.jpg,565,48,664,191,face_no_mask
8619,5673.jpg,402,211,572,461,face_no_mask
8620,5673.jpg,107,30,334,314,face_no_mask
8621,5673.jpg,581,5,763,262,face_no_mask
8654,5104.jpg,2,142,93,244,face_no_mask
8655,5104.jpg,24,402,129,545,face_no_mask
8656,5104.jpg,183,490,273,585,face_no_mask
8657,5104.jpg,274,234,326,293,face_no_mask
8658,5104.jpg,463,26,559,123,face_no_mask
8659,5104.jpg,418,149,525,280,face_no_mask
8660,5104.jpg,346,393,412,480,face_no_mask
8661,5104.jpg,605,146,783,337,face_no_mask
8667,5047.jpg,400,123,618,419,face_no_mask
8694,5295.jpg,671,111,959,539,face_no_mask
8707,6166.png,244,27,701,557,face_no_mask
8708,2278.png,369,7,471,107,face_no_mask
8715,2278.png,234,2,280,62,face_no_mask
8716,2278.png,316,2,368,61,face_no_mask
8717,2278.png,758,0,813,52,face_no_mask
8723,2311.png,28,24,474,572,face_no_mask
8734,6043.jpg,383,145,986,870,face_no_mask
8738,3861.png,110,84,135,117,face_no_mask
8739,3861.png,80,86,105,114,face_no_mask
8740,3861.png,28,88,58,119,face_no_mask
8741,3861.png,2,95,23,118,face_no_mask
8742,3861.png,450,19,481,82,face_no_mask
8758,5871.jpg,545,206,656,343,face_no_mask
8775,2573.png,266,207,291,237,face_no_mask
8792,3822.png,395,39,472,141,face_no_mask
8832,4030.png,84,57,240,260,face_no_mask
8849,5460.jpeg,147,57,488,506,face_no_mask
8922,6195.jpg,2,144,55,223,face_no_mask
8923,6195.jpg,204,94,301,226,face_no_mask
8924,6195.jpg,294,155,388,277,face_no_mask
8925,6195.jpg,443,141,535,279,face_no_mask
8926,6195.jpg,399,152,451,229,face_no_mask
8927,6195.jpg,558,209,627,294,face_no_mask
8960,2247.png,290,73,377,200,face_no_mask
8972,3297.png,182,392,266,509,face_no_mask
8981,5297.jpg,103,218,247,438,face_no_mask
8986,6315.jpg,473,221,550,331,face_no_mask
8995,6285.jpg,249,93,458,380,face_no_mask
8999,6160.jpg,241,1,774,506,face_no_mask
9018,6060.jpg,33,94,184,315,face_no_mask
9019,6060.jpg,146,253,291,409,face_no_mask
9020,6060.jpg,314,204,502,419,face_no_mask
9021,6060.jpg,422,0,712,289,face_no_mask
9039,5315.jpg,401,24,746,418,face_no_mask
9043,2521.png,285,6,455,209,face_no_mask
9046,6018.jpg,162,266,236,331,face_no_mask
9047,6018.jpg,326,262,373,310,face_no_mask
9048,6018.jpg,453,196,516,286,face_no_mask
9049,6018.jpg,554,269,598,349,face_no_mask
9050,6018.jpg,596,278,665,351,face_no_mask
9067,5910.jpg,296,6,533,291,face_no_mask
9068,6153.jpg,641,9,1199,636,face_no_mask
9079,3597.png,104,19,314,325,face_no_mask
9080,5663.jpg,1123,75,1685,781,face_no_mask
9081,5380.jpg,235,163,656,753,face_no_mask
9090,5956.jpg,188,72,301,208,face_no_mask
9135,5575.jpg,777,3,1642,1006,face_no_mask
9185,2041.jpg,1924,253,2090,462,face_no_mask
9186,2041.jpg,173,448,421,748,face_no_mask
9187,2041.jpg,821,639,1045,904,face_no_mask
9197,1932.jpg,324,5,877,666,face_no_mask
9211,4796.png,288,68,474,295,face_no_mask
9216,5998.jpg,105,102,203,220,face_no_mask
9219,5633.jpg,207,10,385,271,face_no_mask
9234,2082.jpg,262,21,550,349,face_no_mask
9236,5593.jpg,128,8,246,164,face_no_mask
9237,5593.jpg,341,11,461,156,face_no_mask
9274,5008.jpg,443,252,502,307,face_no_mask
9277,3379.png,58,10,329,340,face_no_mask
9278,5561.jpg,450,13,737,385,face_no_mask
9296,6242.jpg,49,5,236,261,face_no_mask
9297,6242.jpg,388,183,570,440,face_no_mask
9319,2038.jpg,362,112,382,133,face_no_mask
9325,5252.jpg,731,0,1547,947,face_no_mask
9332,5688.jpg,449,173,656,402,face_no_mask
9333,5688.jpg,296,8,475,197,face_no_mask
9399,6337.jpg,934,0,2490,1996,face_no_mask
9404,6052.jpg,145,39,225,157,face_no_mask
9405,6052.jpg,260,80,345,187,face_no_mask
9421,4182.png,470,167,523,254,face_no_mask
9422,4182.png,83,157,115,232,face_no_mask
9435,6042.jpg,4,188,160,425,face_no_mask
9436,6042.jpg,574,240,742,448,face_no_mask
9443,2832.png,582,123,690,263,face_no_mask
9445,2832.png,2,80,140,320,face_no_mask
9446,2832.png,99,9,229,150,face_no_mask
9447,6340.jpg,362,84,486,239,face_no_mask
9463,4039.png,59,180,121,262,face_no_mask
9468,5591.jpg,387,318,519,499,face_no_mask
9497,6019.png,746,97,1158,612,face_no_mask
9518,2081.jpg,253,58,552,383,face_no_mask
9539,5137.jpg,691,792,916,974,face_no_mask
9557,6178.jpg,111,207,499,801,face_no_mask
9561,3334.png,271,52,406,195,face_no_mask
9563,3334.png,2,0,72,110,face_no_mask
9564,3334.png,578,105,621,159,face_no_mask
9593,5332.jpg,118,64,508,623,face_no_mask
9603,4000.png,447,15,464,33,face_no_mask
9610,6174.jpg,330,2,797,398,face_no_mask
9611,6124.jpg,462,167,560,294,face_no_mask
9625,5103.jpg,769,43,1562,1115,face_no_mask
9626,6260.jpg,264,3,464,219,face_no_mask
9675,2616.png,5,233,93,347,face_no_mask
9728,4433.png,70,28,224,190,face_no_mask
9739,6126.jpg,313,40,590,379,face_no_mask
